,source_sentence,label,human,time,location
1685,He was in private practice in Arkansas City from 1955 to 1962.,career,He,1955 to 1962,Arkansas City
1686,He resided in R?mskog and died here at the age of 87.,death,He,the age of 87,R?mskog
1687,"He studied law, reportedly in the office of General Andrew Lewis, before moving to Kentucky in the spring of 1776.",movement,He,the spring of 1776,Kentucky
1688,He passed his first state law exams and was employed as a junior barrister with the regional court in Celle until 1926.,career,He,1926,Celle
1689,She received her doctorate in 1992 from the University of Birmingham.,education,She,1992,University of Birmingham
1690,"After graduating from West Chester University of Pennsylvania in 1977, Auriemma was hired as an assistant coach at Saint Joseph's University, where he worked in 1978 and 1979.",education,Auriemma,1977,West Chester University of Pennsylvania
1691,"On March 1 he was caught by a group of fascists at the railway station in Pazin, where he was beaten.",attack,he,March 1,Pazin
1692,"In 1987, he appeared with Spike Robinson in Clearwater, Florida.",other,he,1987,Clearwater
1693,"Bhasera travelled to England in the summer of 2009 for pre-season training with Portsmouth, under the belief that he was a free agent.",education,Bhasera,the summer of 2009,England
1694,"then headed to the Southern United States where he wrestled for New Generation Wrestling at an event in Pickens, South Carolina, on February 18, 2006, wrestling in a 6-man tag team match with John Thornhill and Shane Matthews against Chris Hamrick, Chase Stevens, and Dollar D.",competition,Chase Stevens,"February 18, 2006",Pickens
1695,"She lived unconventionally for a woman of her time, dressing in a manner one newspaper called ""manly"", and entering into what was described as a form of marriage with a female companion, Charlotte Temple, whom she had met in London in 1864.",marriage,She,1864,London
1696,Between 1850 and 1855 Chipp went on to collate and transcribe the full scores of all Mendelssohn's unpublished works in his own leisure time whilst he was a member of Her Majesty's Private Band at St George's Chapel at Windsor Castle.,career,he,Between 1850 and 1855,St George's Chapel
1697,"Grimaud was born in Annonay, Ardèche, on 11 November 1913.",birth,Grimaud,11 November 1913,Annonay
1698,"Giacomo Montalto (Trapani, April 4, 1864 - Trapani, October 24, 1934) was an Italian Republican-inspired socialist, politician and lawyer.",birth,Giacomo Montalto,"April 4, 1864",Trapani
1699,"After the war, he settled in Lübeck, where he worked for a Lübeck newspaper and died in 1951.",death,he,1951,Lübeck
1700,"Ynés Mexía was born on May 24, 1870, in Washington D.C. to Enrique Mexia, a Mexican diplomat, and Sarah Wilmer Mexía.",give birth,Sarah Wilmer Mexía,"May 24, 1870",Washington D.C.
1701,"Her funeral took place on 23 November 1994 at the New Jerusalem Church in Kearsley, Bolton, and was attended by fellow Coronation Street stars, including Jean Alexander, Betty Driver, Julie Goodyear (Bet Lynch), Daphne Oxenford (Esther Hayes) and Irene Sutcliffe (Maggie Clegg).",assembly,Daphne Oxenford,23 November 1994,Kearsley
1702,In March 2004 he was appointed Deputy Governor of the Perm Oblast.,career,he,March 2004,Perm Oblast
1703,"He died on 3 May 1971, succumbing to a heart failure, while he was travelling from New Delhi to Pune.",death,He,3 May 1971,Pune
1704,"Gordy moved to California in the early 1970s, where she'd remained until her death and lived comfortably off royalties after her career ended in the early 1980s.",settlement,Gordy,the early 1970s,California
1705,"Four years after emigrating to Canada, Gwyn married Sandra Gwyn in 1958.",marriage,Sandra Gwyn,1958,Canada
1706,"While a member of this band, Stuart met mandolinist Roland White, a member of Lester Flatt's backing band; White invited Stuart to perform with Flatt at a concert in Delaware in 1972, which led to him becoming a regular member of that band.",performance,White,1972,Delaware
1707,She started attending Marjory Stoneman Douglas High School in 2017.,education,She,2017,Marjory Stoneman Douglas High School
1708,"The youngest daughter of King Edward II of England and Isabella of France, Joan was born in the Tower of London on 5 July 1321.",give birth,Isabella,5 July 1321,Tower of London
1709,Between 1856 and 1881 he held the post of Lord-Lieutenant of Caithness.,career,he,Between 1856 and 1881,Caithness
1710,In December 1958 it was reported that Lee and Prince Orsini had moved in together in Paris.,settlement,Lee,December 1958,Paris
1711,"In 1919, Morgan volunteered for a six-year tour of India, where he would ultimately spend much time during the interwar period, and joined the 118th Field Battery, 26th Field Brigade, at Deepcut, where it was forming and training for service in the subcontinent.",movement,he,1919,India
1712,"He died in London on 23 November 1685, and was buried on the 30th of that month in the chapel of the Tower of London.",death,He,23 November 1685,London
1713,"A year later, she arrived in Paris to attend the école Normale de Neuilly.",education,she,A year later,Paris
1714,"According to the historian John Spottiswood, Katherine was brought to trial for heresy before James V at Holyroodhouse in 1534, and her other brother James Hamilton of Livingston fled.",justice,Katherine,1534,Holyroodhouse
1715,Reese gained his PhD from the University of Chicago in 1947.,education,Reese,1947,University of Chicago
1716,He died in Los Angeles in 1965.,death,He,1965,Los Angeles
1717,"In addition he received honorary doctorates from Erasmus University, Rotterdam (The Netherlands) in 1988, Free University of Brussels (VUB), Brussels (Belgium) in 1994, University of Notre Dame, Notre Dame (IN, USA) in 1995 and Université de la Méditerranée, Marseille (France) in 1999.",education,he,1988,Rotterdam
1718,"Richard Austin Pierce (July 26, 1918, Manteca, California – September 14, 2004, Kingston, Ontario) was an American historian and publisher who specialized in the Russian era of Alaska's history.",birth,Richard Austin Pierce,"July 26, 1918",Alaska
1719,"Steele attended the University of Virginia from 1985 to 1989, majoring in Comparative Literature and minoring in French and graduating Magna Cum Laude.",education,Steele,1985 to 1989,University of Virginia
1720,"In 1570 he preached in St. Mary's Church against pluralities and non-residence, and on 18 April 1573 became rector of Girton, near Cambridge.",assembly,he,18 April 1573,St. Mary's Church
1721,"After participating in the occupation of Germany, he returned to the United States in July 1919.",movement,he,July 1919,Germany
1722,"In 1924 he married Asunción Algueró de Ugarriza (1901-1970), the native of Tarragona; they settled in family estate in the Torre Baró quarter of Barcelona.",settlement,they,1924,Barcelona
1723,"Benjamin Bernstein was born in Montreal, Quebec on 12 September 1901 to David Asher Bernstein and Sadie (née Goldberg), who were Jewish.",give birth,Sadie,12 September 1901,Montreal
1724,"In 1993 he entered the Reina Sofía School of Music where he studied with renowned Dmitri Bashkirov, Galina Eguiazarova and chamber music with Márta Gulyás.",career,Dmitri Bashkirov,1993,Reina Sofía School of Music
1725,"Frida Abramovna Vigdorova (16 March 1915, Orsha – 7 August 1965) was a Soviet journalist, novelist and writer.",birth,Frida Abramovna Vigdorova,16 March 1915,Orsha
1726,Kalisch first ran for Mayor of Haifa in 2013.,campaign,Kalisch,2013,Haifa
1727,"Although almost entirely self-taught, Lewis conceded to biographer Rich Bragg in 2014 that Paul Whitehead, a blind pianist from Meadville, Mississippi, was another key influence on him in his earliest days playing clubs.",meet,Lewis,2014,Meadville
1728,On 25 January 1515 he crowned King Francis I in the Cathedral of Reims.,assembly,he,25 January 1515,Cathedral of Reims
1729,He formally took possession of the Basilica of Saint John Lateran on 28 October 1555.,other,He,28 October 1555,Basilica of Saint John Lateran
1730,"Clark was born on 27 February 1890 in Halifax, Yorkshire, England, to James Walker Clark and his wife Mary Clark (née Midgley).",birth,Clark,27 February 1890,Halifax
1731,"He was called to the bar in 1929, but in 1934 left his practice to manage his father's property near Camperdown, which he inherited the next year.",movement,he,1934,Camperdown
1732,Devis Miorin (born 24 March 1976 in San Vito al Tagliamento) is an Italian former cyclist.,birth,Devis Miorin,24 March 1976,San Vito al Tagliamento
1733,"Nápoles debuted as a professional boxer on August 2, 1958 in Cuba, knocking out Julio Rojas in the first round.",competition,Nápoles,"August 2, 1958",Cuba
1734,"He was ordained a priest in 1996, and he was director and teacher at the Bishop Barham College.",career,He,1996,Bishop Barham College
1735,"On December 20 2022, Sione accepted the position to be the defensive tackles coach at Brigham Young University football.",career,Sione,December 20 2022,Brigham Young University
1736,Holland was again imprisoned in Warwick Castle before being moved in 1326 to Northampton Castle from which he escaped.,movement,Holland,1326,Warwick Castle
1737,"Two St. Petersburg officers died and a U.S. marshal were wounded on January 24, 2011, in a gunfight with Hydra Lacy, the brother of local boxer Jeff Lacy.",attack,Jeff Lacy,"January 24, 2011",St. Petersburg
1738,"Mendes was born in Buckinghamshire, South East England, in October 1939, the daughter of Reuben Barnett.",birth,Mendes,October 1939,Buckinghamshire
1739,"She was a member of the Spanish delegation at the European Championships contested in June 2013 in Guimaraes, Portugal.",competition,She,June 2013,Guimaraes
1740,"At senior level, he won his first medal, a silver, at the 2018 African Championships in Asaba.",competition,he,2018,Asaba
1741,"Barnston was born on August 23, 1868 in Dover, England, the son of Rabbi Isidore Jules Barnstein and Eva Mendelsohn.",birth,Barnston,"August 23, 1868",Dover
1742,Robert Sibthorp(e) was an Anglican bishop in Ireland during the first half of the seventeenth century.,career,Robert Sibthorp(e,the first half of the seventeenth century,Ireland
1743,"In the summer of 2013, Moats joined the Griffins Rugby Club in Allen, TX  to become one of the first NFL athletes to play the sport.",career,Moats,the summer of 2013,Allen
1744,"Pick attended and played college football at Virginia Polytechnic Institute, and graduated in 1914.",education,Pick,1914,Virginia Polytechnic Institute
1745,"John Knight was born on Christmas Day in 1792 to a large Quaker family of farmers in Hertfordshire, England.",birth,John Knight,Christmas Day in 1792,Hertfordshire
1746,"From 1924 to 1936 he worked as a Chief Curator, head of the art gallery department, and Deputy Director for Research at the Pushkin Museum of Fine Arts.",career,he,From 1924 to 1936,Pushkin Museum of Fine Arts
1747,"Page was born in Chester, Cheshire, England in February 1922.",birth,Page,February 1922,Chester
1748,"She died in Fair Haven, New Jersey, on June 11, 1934.",death,She,"June 11, 1934",Fair Haven
